nanyangSiteId,siteNameZh,siteNameEn,Y,X
"cca-kd-0248","星洲增龙会馆","CHEN LOONG WUI KOON",1.288057,103.848451
"cca-kd-0249","星洲增龙会馆","CHEN LOONG WUI KOON",1.279788,103.843111
"cca-kd-0250","星洲增龙会馆","CHEN LOONG WUI KOON",1.312467,103.876062
"cca-kd-0251","星洲谯国堂曹家馆","SING CHOW CHIU KWOK THONG CHO KAH KOON",1.315697,103.85938
"cca-kd-0252","星洲谯国堂曹家馆","SING CHOW CHIU KWOK THONG CHO KAH KOON",1.31781,103.873276
"cca-kd-0253","星洲颍川公会","SINGAPORE THENG CHUAN ASSOCIATION",1.283403,103.843984
"cca-kd-0254","星洲颍川公会","SINGAPORE THENG CHUAN ASSOCIATION",1.350622,103.878924
"cca-kd-0255","星槎同乡会",,1.278285,103.844543
"cca-kd-0256","星马客属廖氏公会, 新加坡客属廖氏公会","S.M. KHEK LEOW CLAN ASSOCIATION",1.283466,103.847874
"cca-kd-0257","星马客属廖氏公会, 新加坡客属廖氏公会","S.M. KHEK LEOW CLAN ASSOCIATION",1.312711,103.877219
"cca-kd-0258","朱氏公会","CHOO CLAN ASSOCIATION",1.299874,103.851466
"cca-kd-0259","朱氏公会","CHOO CLAN ASSOCIATION",1.30788,103.853748
"cca-kd-0260","新加坡林氏大宗祠九龙堂","2-？:SINGAPORE LIM SEE TAI CHONG SOO KIU LEONG TONG FARMILY SELF-MAGEMENT ASSOCIATION  //  LIM SEE TAI CHONG SOO KIU LEONG TONG FAMILY SELF-MANAGEMENT ASSOCIATION",1.274938,103.841422
"cca-kd-0261","梅汝南堂","BOEY NI LAM HONG",1.284188,103.847269
"cca-kd-0262","梅汝南堂","BOEY NI LAM HONG",1.310763,103.878681
"cca-kd-0263","樟林旅外同乡会","CHUNG-LIM COMMUNITY OVERSEAS ASSOCIATION",1.287817,103.847292
"cca-kd-0264","樟林旅外同乡会","CHUNG-LIM COMMUNITY OVERSEAS ASSOCIATION",1.287817,103.847292
"cca-kd-0265","江西会馆","THE SINGAPORE KIANGSI ASSOCIATION",1.310681,103.858529
"cca-kd-0266","琼崖沙港同乡会","KHENG JAI SAR KUNG ASSOCIATION",1.306909,103.830175
"cca-kd-0267","琼崖沙港同乡会","KHENG JAI SAR KUNG ASSOCIATION",1.29801,103.852688
"cca-kd-0268","泉菌江公所","CHUAN KHOON KANG KONG SO",1.301262,103.858432
"cca-kd-0269","泉菌江公所","CHUAN KHOON KANG KONG SO",1.298783,103.852022
"cca-kd-0270","泉菌江公所","CHUAN KHOON KANG KONG SO",1.314314,103.877936
"cca-kd-0271","泉菌江公所","CHUAN KHOON KANG KONG SO",1.314033,103.879438
"cca-kd-0272","清河张氏公会","CHIN HO TEO CLAN ASSOCIATION",1.281994,103.847455
"cca-kd-0273","清河张氏公会","CHIN HO TEO CLAN ASSOCIATION",1.30943,103.877549
"cca-kd-0274","温州会馆","WEN CHOW WEI KHAN  //  WENZHOU CLAN ASSOCIATION OF SINGAPORE",1.306957,103.856574
"cca-kd-0275","温州会馆","WEN CHOW WEI KHAN  //  WENZHOU CLAN ASSOCIATION OF SINGAPORE",1.310075,103.856461
"cca-kd-0276","温州会馆","WEN CHOW WEI KHAN  //  WENZHOU CLAN ASSOCIATION OF SINGAPORE",1.309509,103.85652
"cca-kd-0277","温州会馆","WEN CHOW WEI KHAN  //  WENZHOU CLAN ASSOCIATION OF SINGAPORE",1.315752,103.88936
"cca-kd-0278","潮安仙乐乡杨氏同乡会","TEO ANN SIAN LUCK HEO YEO CLAN SOCIETY",1.290532,103.846455
"cca-kd-0279","潮安仙乐乡杨氏同乡会","TEO ANN SIAN LUCK HEO YEO CLAN SOCIETY",1.287592,103.847674
"cca-kd-0280","潮安仙乐乡杨氏同乡会","TEO ANN SIAN LUCK HEO YEO CLAN SOCIETY",1.311913,103.878425
"cca-kd-0281","潮安会馆","TEO ANN HUAY KUAN",1.279105,103.840489
"cca-kd-0282","潮安会馆","TEO ANN HUAY KUAN",1.358276,103.882392
"cca-kd-0283","潮安会馆","TEO ANN HUAY KUAN",1.310566,103.876998
"cca-kd-0284","潮州金沙陈氏同乡会","TEO ANN KIM SAR DISTRICT TAN CLAN ASSOCIATION",1.288712,103.847904
"cca-kd-0285","潮州金沙陈氏同乡会","TEO ANN KIM SAR DISTRICT TAN CLAN ASSOCIATION",1.278434,103.840533
"cca-kd-0286","潮州谢氏公会","TEOCHEW CHIA CLAN ASSOCIATION",1.298311,103.856652
"cca-kd-0287","潮荷同乡会","CHEW HO THONG HIONG WUI",1.300267,103.834281
"cca-kd-0288","澄海会馆","THENG HAI HUAY KUAN",1.287128,103.847025
"cca-kd-0289","澄海会馆","THENG HAI HUAY KUAN",1.276268,103.836633
"cca-kd-0290","澄海会馆","THENG HAI HUAY KUAN",1.284149,103.845704
"cca-kd-0291","澄海会馆","THENG HAI HUAY KUAN",1.314392,103.883252
"cca-kd-0292","新加坡延陵吴氏总会","YEN LENG GOH CLAN GENERAL ASSOCIATION",1.293868,103.841672
"cca-kd-0293",,"SINGAPORE GEOK SHEE ASSOCIATION",1.305461,103.854178
"cca-kd-0294",,"KHENG LOKE VILLAGERS ASSOCIATIONS",1.296228,103.855809
"cca-kd-0295","新加坡琼崖杨氏公会","SINGAPORE KHENG ZAI YEO CLAN ASSOCIATION",1.296443,103.855467
"cca-kd-0296","琼崖溪北同乡会","KHENGNGAI KHOEYBAK ASSOCIATION",1.29845,103.854897
"cca-kd-0297","琼联声剧社","HYMIN RHYME SING OPERA CLUB",1.350122,103.837942
"cca-kd-0298","新加坡福州关峰同乡会","SINGAPORE FOOCHOW KUAN HONG VILLAGERS' ASSOCIATION",1.309585,103.853983
"cca-kd-0299","新加坡福州合北同乡会","SINGAPORE FOOCHOE HUP PEK ASSOCIATION",1.277314,103.844403
"cca-kd-0300","新加坡福州洪氏公会","FOOCHOW HOON CLAN GUILD OF SINGAPORE",1.316608,103.853326
"cca-kd-0301","新加坡福州洪氏公会","FOOCHOW HOON CLAN GUILD OF SINGAPORE",1.31077,103.853643
"cca-kd-0302","新加坡福州长乐公会","SINGAPORE FOOCHOW DIONGLOK ASSOCIATION",1.277364,103.844412
"cca-kd-0303",,"TAY YIK SAN ASSOCIATION, SINGAPORE",1.300367,103.855637
"cca-kd-0304","南洋纪氏公会","NANYANG KEE SIE KONG HUAY",1.27806,103.841947
"cca-kd-0305","翁氏总会","ANG SHEE GENERAL ASSOCIATION",1.300367,103.855637
"cca-kd-0306","翁氏总会","ANG SHEE GENERAL ASSOCIATION",1.287431,103.847841
"cca-kd-0307","翁氏总会","ANG SHEE GENERAL ASSOCIATION",1.312009,103.883908
"cca-kd-0308","花县会馆","FA YUN WUI KWUN",1.281197,103.843437
"cca-kd-0309","花县会馆","FA YUN WUI KWUN",1.281181,103.845848
"cca-kd-0310",,"FAR YIN LIN THONG ASSOCIATION",1.281129,103.845519
"cca-kd-0311","茶阳何氏公会","(SINGAPORE )CHA YONG HO CLAN ASSOCIATION",1.299068,103.855328
"cca-kd-0312","茶阳何氏公会","(SINGAPORE )CHA YONG HO CLAN ASSOCIATION",1.295594,103.85216
"cca-kd-0313","茶阳何氏公会","(SINGAPORE )CHA YONG HO CLAN ASSOCIATION",1.299075,103.853743
"cca-kd-0314","茶阳何氏公会","(SINGAPORE )CHA YONG HO CLAN ASSOCIATION",1.278213,103.844224
"cca-kd-0315","茶阳何氏公会","(SINGAPORE )CHA YONG HO CLAN ASSOCIATION",1.299075,103.853743
"cca-kd-0316","莆中高平公会","(SINGAPORE) PHOR TIONG KOH PENG ASSOCIATION",1.306364,103.856422
"cca-kd-0317","莆中高平公会","(SINGAPORE) PHOR TIONG KOH PENG ASSOCIATION",1.314341,103.882672
"cca-kd-0318","萧氏总会","SIOW'S CLAN GUILD ASSOCIATION",1.300367,103.855637
"cca-kd-0319","萧氏总会","SIOW'S CLAN GUILD ASSOCIATION",1.281723,103.847319
"cca-kd-0320","萧氏总会","SIOW'S CLAN GUILD ASSOCIATION",1.314108,103.882907
"cca-kd-0321","萧氏总会","SIOW'S CLAN GUILD ASSOCIATION",1.314108,103.882907
"cca-kd-0322","萧氏总会","SIOW'S CLAN GUILD ASSOCIATION",1.310048,103.856792
"cca-kd-0323","董氏公会","TANG CLAN ASSOCIATION",1.276012,103.845898
"cca-kd-0324","董氏公会","TANG CLAN ASSOCIATION",1.281415,103.845043
"cca-kd-0325","董氏公会","TANG CLAN ASSOCIATION",1.304995,103.852642
"cca-kd-0326","蓝氏总会","SINGAPORE LAM CLAN ASSOCIATION",1.303625,103.851208
"cca-kd-0327","蓝氏总会","SINGAPORE LAM CLAN ASSOCIATION",1.298783,103.852022
"cca-kd-0328","蓝氏总会","SINGAPORE LAM CLAN ASSOCIATION",1.312875,103.878143
"cca-kd-0329","西林孙氏同乡会","SAI LIN SNG CLAN ASSOCIATION",1.311191,103.877278
"cca-kd-0330","西林孙氏同乡会","SAI LIN SNG CLAN ASSOCIATION",1.314404,103.885011
"cca-kd-0331","西樵同乡会","SAI CHIEW VILLAGERS ASSOCIATION",1.281419,103.845298
"cca-kd-0332","西河上官路同乡会","SAI HO CHEO JWAI LOOH VILLAGE ASSOCIATION",1.278164,103.844212
"cca-kd-0332","西河上官路同乡会","SAI HO CHEO JWAI LOOH VILLAGE ASSOCIATION",1.314152,103.888547
"cca-kd-0334","西河别墅（林氏会馆）","SAI HO PIAT SU",1.354977,103.878548
"cca-kd-0335","邝氏公会（宣城堂）","KWONG CLAN ASSOCIATION",1.304325,103.854072
"cca-kd-0336","邝氏公会（宣城堂）","KWONG CLAN ASSOCIATION",1.315293,103.858455
"cca-kd-0337","重兴同乡会","THE SONG HENG ASSOCIATION SINGAPORE",1.296627,103.855295
"cca-kd-0338","重庆会馆","SIU HENG WUI KUN",1.309798,103.876266
"cca-kd-0339","金浯山同乡会","KIM GOH SAN CO-VILLAGERS ASSOCIATION",1.28055,103.849196
"cca-kd-0340","金长发联谊社","KIM TIONG HUAT",1.283467,103.831523
"cca-kd-0341","雷方邝溯源堂","LOOI FONG KWONG SOO GUAN TONG",1.312844,103.875373
"cca-kd-0342","顺德会馆","SHUN TAK COMMUNITY GUILD",1.278541,103.842585
"cca-kd-0343","顺德会馆","SHUN TAK COMMUNITY GUILD",1.310395,103.879865
"cca-kd-0344",,"SINGAPORE KOH YIU YEE ON THONG",1.278243,103.841802
"cca-kd-0345","黄氏炽昌联谊社","HUANG CLAN CHICHANG ASSOCIATION",1.308864,103.851465
"cca-kd-0346","黄氏炽昌联谊社","HUANG CLAN CHICHANG ASSOCIATION",1.315336,103.888314
"cca-kd-0347","黄氏炽昌联谊社","HUANG CLAN CHICHANG ASSOCIATION",1.312405,103.883196
"cca-kd-0348","龙溪会馆","LEONG KHAY HUAY KUAN",1.281835,103.84615
"cca-kd-0349","龙溪会馆","LEONG KHAY HUAY KUAN",1.276525,103.841918
"cca-kd-0350","龙溪会馆","LEONG KHAY HUAY KUAN",1.276525,103.841918
"cca-kd-0351","龙溪会馆","LEONG KHAY HUAY KUAN",1.281278,103.847032
"cca-kd-0352","龙溪会馆","LEONG KHAY HUAY KUAN",1.27879,103.840345
"cca-kd-0353","江夏公所","KANG HA CLAN ASSOCIATION",1.313203,103.883399
"cca-kd-0354","南洋礼阳郑氏同乡会","NANYANG LOY YANG TAY CLAN ASSOCIATION",1.287238,103.847551
"cca-kd-0355","南洋礼阳郑氏同乡会","NANYANG LOY YANG TAY CLAN ASSOCIATION",1.287463,103.849012
"cca-kd-0356","南洋礼阳郑氏同乡会","NANYANG LOY YANG TAY CLAN ASSOCIATION",1.286235,103.842303
"cca-kd-0357","新加坡河婆集团","HOPO CORPORATION SINGAPORE",1.375336,103.762858
"cca-kd-0358","新加坡华源会","HUA YUAN GENERAL ASSOCIATION (OF NEW IMMIGRANTS FROM CHINA)",1.287034,103.840813
