X,Y,NUMBER,NAME,CH-NAME,STREET (SI,ST-Number,SCOPE OF B,Phone,Cable addr,Registered,Capital,Proprietor,CH-Proprie,Telegraphi,Other Note,Page in Di,
103.853259,1.295073035,8236,L. A. R. NOOR MOHAMED & CO.,摩哈默公司,North Bridge Road,308,General Stores,NA,NA,1948,NA,Gnanappagasam Lawrence Louis S/O Mr. Gregory Louis,,,,625,
103.853259,1.295073035,8346,A. M. M. MOHAMED MAIDIN,摩哈默美仁,North Bridge Road,308,Cloth and General Merchants,NA,NA,1947,NA,Ahna Moona Moona Mohamed Maidin S/O Ahna Moona,,,,634,
103.8530344,1.295257863,4095,"HINNAM AND LITTLE DISPENSARY, LTD.",仁濟大藥房,North Bridge Road,No. 309,"Chemist, Druggist, etc",6745 (2 Lines),“HINNAM”,1920,"$200,000",Shum Yip Leong,,,,303,
103.8532723,1.295089597,10499,SHAIK ALLY & SONS,亞來父子公司,North Bridge Road,310,Perfumeries and Ready Made Raw Materials Dealers,2448,NA,1940,NA,Shaik Ally,,,,819,
103.8530457,1.295274425,1710,"CHIA LEE & COMPANY, LIMITED",正利有限公司,North Bridge Road,313,Vehicle Manufacturers and Repairers,NA,NA,1948,NA,Chia Teck Yam,,,,126,
103.8532955,1.29512007,13816,WING HIN SHOE STORE,永興鞋莊,North Bridge Road,318,Shoe-Makers,NA,NA,1945,NA,Raw Yuan Ngian,羅永興,,,1093,
103.8531537,1.295385056,8395,P. M. MOHAMED SULTAN & CO.,摩哈默蘇丹公司,North Bridge Road,321,General Merchants,NA,NA,1948,NA,P. M. Mohamed Ismail S/O Mohamed Sultan,,,,638,
103.8532332,1.2955096,12401,TAO TAO BOOK STORE,讀讀書店,North Bridge Road,323,"Books, Stationery etc., Dealers",NA,NA,1945,NA,Choo Sing Kwang,褚星光,,,973,
103.8533821,1.295300261,8739,NAM KWANG & CO.,南光公司,North Bridge Road,324,Electrical and General Merchants,NA,NA,1941,NA,Sng Hwee Kee,孫輝記,,,668,
103.8532544,1.295536098,2524,DAH SIN OPTICAL HOUSE,大星眼鏡製造所,North Bridge Road,325,Manufacturing Opticians,6204,NA,1929,NA,Dzing Pin Sieh,鄭丙變,,,182,
103.8534042,1.295316491,13558,WAH HENG,華興號,North Bridge Road,326,Eating House,NA,NA,1922,NA,Leong Hee Wah,龍其華,,,1072,
103.8533087,1.295588433,8928,NANYANG TRADING CO.,南洋貿易公司,North Bridge Road,327,Rubber Goods and Drugs Dealers,3152,NA,1937,NA,Ong Ching Hway,王清海,,,684,
103.8534221,1.295328084,2987,THE EVERSHARP OPTICAL HOUSE,美光眼鏡製造所,North Bridge Road,328,Opticians,NA,NA,1946,NA,Han Heng Fong,韓興豐,,,214,
103.8534221,1.295328084,9038,NEW NATIONAL SHOE STORE,新國際鞋店,North Bridge Road,328,Shoe Store,NA,NA,1943,NA,Tan Hong Nee,陳鳳宜,,,693,
103.8534221,1.295328084,11817,SUN NAM STORE,新南商店,North Bridge Road,328,Watch Makers and Sundries Retailers,NA,NA,1942,NA,Kum Wing Cheong,甘未昌,,,925,
103.8534221,1.295328084,11872,SUNLIGHT TRADING CO.,衡光公司,North Bridge Road,328,Shoes and Sundries Retailers,NA,NA,1946,NA,Chung Kiam Ying,鍾劍英,,,930,
103.8533366,1.295621556,2539,DAVID PHOTO CO.,東方攝影公司,North Bridge Road,329,Photography,83637,NA,1945,NA,David Ng,吳成昌,,,183,
103.8533366,1.295621556,4920,HWA SENG CO.,華成公司,North Bridge Road,329,Motor Car Tyres and Tubes Dealers,NA,NA,1943,NA,Lim Kim Poay,林金培,,,362,
103.8534595,1.295368495,2593,DINGRI & CO.,珍吉利公司,North Bridge Road,330,"General Merchants, Sport Tailoring",3186,NA,1947,NA,Bachiter Singh Dingri,,,,187,
103.8534115,1.295744112,7849,MALAYAN TURF FORM,馬來亞賽馬雜志社,North Bridge Road,331,Publishers of Books on Malayan Horse Racing,NA,NA,1947,NA,Seah Eng Khee,佘英祺,,,596,
103.8534824,1.295397643,514,ASHIBLIE & CO.,亞詩畢利,North Bridge Road,332,Piece Goods Merchants,NA,NA,1937,NA,Shaik Abdulkadir bin Mohamed bin Hassan Ashiblie,,,,43,
103.8534824,1.295397643,2573,A.S.S. DESIKAR BROTHERS,智實加兄弟公司,North Bridge Road,332,Tobacco Merchants,NA,NA,1936,NA,A. Somasundram Sundaraja Desikar,,,,186,
103.8534824,1.295397643,2748,EGYPTIAN FILM CO.,愛田影業公司,North Bridge Road,332,"Import, Export Film Distributors",NA,NA,1947,NA,Omar Ah Ashibly,,,,199,
103.8534824,1.295397643,7001,Y. T. LEE TYPEWRITER SERVICE,李榮德打字機公司,North Bridge Road,332,Typewriter and Supplies etc.,NA,NA,1947,NA,Lee Yong Min,李榮民,,,528,
103.8534824,1.295397643,14055,THE YARL STORE,耶拉商店,North Bridge Road,332,Departmental Store,80974,NA,1939,NA,Chellappah Somasundram,,,,1112,
103.8535321,1.295436728,8229,P. MOHAMED ABOOBACKER.,摩哈默,North Bridge Road,334,General Merchants,NA,NA,1942,NA,P. M. Aboobacker S/O Pitchay Gani,,,,625,
103.8535499,1.295485088,486,P. K. ARCHUTHAN,亞百朱,North Bridge Road,338,Soda Fountain,NA,NA,1932,NA,P. K. Archuthan S/O Aopoe,,,,42,
103.8535499,1.295485088,6320,P. K. H. KUTHUS,,North Bridge Road,338,General Merchants,NA,NA,1945,NA,P. K. H. Kuthus S/O Gulam Mohamed,,,,474,
103.8535499,1.295485088,5116,JAVA RESTAURANT,爪哇餐室,North Bridge Road,338A,Restaurant,NA,NA,1946,NA,Lim Djin Hai,林仁海,,,380,
103.8536838,1.295604332,1544,CHEONG THYE,張泰號,North Bridge Road,340,Cold Drinks,NA,NA,1946,NA,Cheong Thye,張泰,,,113,
103.8536838,1.295604332,6350,KWANG HWA THEATRE CO.,光華戲院公司,North Bridge Road,340,Film Distributors and Exhibitors,NA,NA,1939,NA,William So,蘇威廉,,,476,
103.8536838,1.295604332,11118,SIN WAH FILM CO.,星華影片公司,North Bridge Road,340,Film Distributors,NA,NA,1939,NA,Lim Moi Heng,林美卿,,,866,
103.8535519,1.295925628,5831,"KIAUW HIN & CO., LTD.",僑興有限公司,North Bridge Road,No. 349,General Merchants,4475,NA,1940,"$100,000",Directors: Chew Yoh Shoo,,,,439,
103.8535519,1.295925628,10526,THE SHANGHAI BOOK COMPANY,上海書局,North Bridge Road,349,"Dealing in Books, Stationery, Sports Goods, Toys and Lino-printing Works",NA,"""SHOOBOOK,""",1925,NA,Chen Yoh Shoo,陳岳書,,"P.O. Box 514. Branches: Shanghai, Hongkong, Batavia and Kuala Lumpur",821,
103.8537315,1.295788497,13322,UNION SHOE STORE,有源鞋莊,North Bridge Road,350-352,Shoe Makers,2925,NA,1932,NA,Choong Yook Khium,,,,1048,
103.8536136,1.295977962,3626,CHOP GUAT LAM TING,月蘭亭,North Bridge Road,351/353,Eating House,NA,NA,1942,NA,Yeo Jin Guat,楊人月,,,261,
103.8537812,1.295826589,14404,YOONG CHEONG SHOE CO.,榮昌鞋莊,North Bridge Road,354/356,Shoe Makers,4293,NA,1918,NA,Hee Wee Lim,許煒臨,,,1138,
103.8537236,1.296168421,98,N. ABDUL RAHIMAN,亞都拉菲曼,North Bridge Road,357,General Merchants,NA,NA,1935,NA,Abdul Rahiman,,,,16,
103.8537236,1.296168421,10109,SAN LEE LOONG,利生隆,North Bridge Road,357,Dried Goods and Provisions Dealers,NA,NA,1924,NA,Seen Hoy Kum,洗手海金,,,788,
103.8538011,1.295859712,3862,HEE YOONG CHING,許榮盛,North Bridge Road,358,Chinese Drugs and Liquors Merchants,NA,NA,1933,NA,Hee Yoke Kee,許煜基,,,286,
103.8538011,1.295859712,12700,THIAM MEDICAL STORE,森民藥商,North Bridge Road,358,Dealing in Patent Medicine and Cosmetics,NA,NA,1946,NA,Foo Chee Thiam,符致森,,,997,
103.8537434,1.296193263,9729,THE POPULAR BOOK CO.,大眾書局,North Bridge Road,359,Book Store,4695,NA,1940,NA,Choo Yin Chi,朱韞琦,,,746,
103.8538852,1.295884886,4140,HO KEE SEE,何題書,North Bridge Road,360,Soda Fountain Operators,NA,NA,1932,NA,Ho Kee See,何題書,,,306,
103.8538852,1.295884886,7283,LIDO STUDIO,麗都影室,North Bridge Road,360,Photographers,NA,NA,1938,NA,Sadan,沙丹,,,550,
103.8538852,1.295884886,13645,WAHAB YACOOB & CO.,哇亞耶光公司,North Bridge Road,360,General Merchants,6088,NA,1947,NA,Ahna Abdul Wahab,,,,1079,
103.853766,1.296221418,5124,JAZZ STUDIO,爵士影室,North Bridge Road,361,Photography,4610,NA,1947,NA,Teo Wee Seng,張偉生,,,381,
103.8538017,1.296250566,11657,GRACE M. STANLEY & CO.,格力實丹里公司,North Bridge Road,363,Exports and Manufacturers’ Representives,NA,NA,1945,NA,Mathews K. Stanley,,,,912,
103.8538468,1.296294289,1038,"BLACK CAT BOOK CO., (SHANGHAI)",黑貓圖書公司（上海）,North Bridge Road,365,Sporting Goods and Toys Dealers,3652,NA,1938,NA,Chen Sin Fong,陳信芳,,,79,
103.8538826,1.296336687,1234,CENTRAL BOOK STORE,中央書店,North Bridge Road,367,"Stationers, Book-Sellers, Toys and Sports Goods",NA,NA,1948,NA,Kaiming & Co.,開明書局,,,93,
103.8538826,1.296336687,3386,GOLDEN HORSE STUDIO,金馬攝影室,North Bridge Road,367,Photographer,NA,NA,NA,NA,Ng Ho See,吳浩思,,,245,
103.8538826,1.296336687,10525,THE SHANGHAI CO.,上海公司,North Bridge ROad,367,Sundries and Shoes Dealers,NA,NA,1942,NA,Lee Shyong,李雄,,,821,
103.8538826,1.296336687,3387,GOLDEN HORSE TRADING CO.,金馬貿易公司,North Bridge Road (1st floor),367,Importers and Commissioner Agents,NA,NA,1948,NA,Ng Hoo See,吳浩思,,,245,
103.8539038,1.296371135,7953,MAY MAY CO.,美美圖書公司,North Bridge Road,369,General Merchants,4677,NA,1928,NA,Yung Yat Yuen,容逸園,,,605,
103.8539343,1.296401608,1528,CHEONG LEE & CO.,張李公司,North Bridge Road,371-373,Cameras and Sewing Machines Dealers,4321,NA,1942,NA,Cheong Ah Khoo,張亞居,,,111,
103.8539608,1.296429432,343,TOKO ALJUNIED,阿里宗尼商店,North Bridge Road,373,General Merchants,NA,NA,1938,NA,Syed Haroop bin Hasan Aljunied,,,,31,
103.8539952,1.296453281,2660,EASTERN DENTAL SUPPLY CO.,東方牙科公司,North Bridge Road,375,Dental Suppliers,7078,"""EASDENPLY.""",1923,NA,Cheong E. Peng,張義平,,,193,
103.8539952,1.296453281,9024,THE NEW ERA TRADING CO.,新時代貿易公司,North Bridge Road,375,"Importers, Exporters and General Merchants",7078,"""NEWRATRA""",1946,NA,Cheong Tai Woo,張棣湖,,,692,
103.8540111,1.296482429,12573,TELLY & CO.,得麗公司,North Bridge Road,377,Drapery Retailers,3135,NA,1937,NA,Gan Ching Cheng,顏貞靜,,,986,
103.8540204,1.296499984,9185,NIGH KWONG OPTICAL CO.,寧廣眼鏡公司,North Bridge Road,379,Optical Goods Dealers,83568,NA,1938,NA,Chui Kok Sang,崔珏琛,,,704,
103.8540456,1.296527477,8943,E. NASSIM & SONS,那森父子公司,North Bridge Road,381,Importers of General Goods,6701,NA,,NA,N. H. C. Nassim,,,,685,
103.8538932,1.295961732,9050,NEW STAR SHOE STORE,新士打鞋莊,North Bridge Road,382,Shoe Maker and Sundries Retailers,NA,NA,1934,NA,Liew Seet Kheun,劉惜羣,,,694,
103.8540595,1.296539401,4056,HIN CHONG TRADING CO.,興中貿易公司,North Bridge Road,383,General Merchants and Importers,80691,NA,1945,NA,Jao Seng Ho,饒星河,,,300,
103.853927,1.29599088,8437,E. MOIDEEN KUTTY,摩偉仁加池,North Bridge Road,384,Textile and Stationery Merchants,4520,NA,1948,NA,E. Moideen Kutty S/O MAMMY,,,,641,
103.853927,1.29599088,10042,A. M. SALIH BROS.,沙玲兄弟,North Bridge Road,384,"Importers, Exporters and Cloth Merchants",NA,NA,1946,NA,Mohamed Smail,,,,783,
103.8540668,1.2965553,5787,KIAN NGIAP & CO.,建業公司,North Bridge Road,385,General Merchants,NA,NA,1946,NA,Ng Siak Jin,黃錫人,,,435,
103.8540668,1.2965553,10610,SHING HWA STATIONERY CO.,星華文具社,North Bridge Road,385,Stationery Dealers,83559,NA,1946,NA,Sng Tai Yik,孫大乙,,,828,
103.8539707,1.296043877,14044,YAP HENG,協興鞋店,North Bridge Road,386,"Shoe Makers, Sundries and Piece Goods Merchants",6343,NA,1988,NA,Chan Tuck Weng,陳德榮,,,1111,
103.8540694,1.296567225,1507,CHEONG FATT TAILORS,昌發洋服,North Bridge Road,387,Tailoring,NA,NA,1941,NA,Kwan Fan Swee,關勳瑞,,,110,
103.8539866,1.296067726,3494,GUAN HENG SHOE MAKERS,源興鞋店,North Bridge Road,388,Shoe Makers,NA,NA,1940,NA,Lee Meng Shang,李民聲,,,252,
103.8540628,1.296579149,519,THE ASIA CO.,亞洲公司,North Bridge Road,389,Importers and Exporters,NA,NA,1946,NA,Ng Chor Mie,伍祚買,,,44,
103.8540628,1.296579149,9139,NGAI WAH STORE,藝華商店,North Bridge Road,389,"Sundries Dealers, and Shirt Makers, and Importers",3329,NA,1934,NA,Wong Cheong Poh,黃章甫,,,700,
103.853648,1.295885217,1799,CHOP CHIN GUAN CHEONG,振源昌,North Bridge Roadd,390,Sewing Machine and Gramophones,NA,NA,1920,NA,Ong Ang Lin,王紅綾,,,131,
103.853648,1.295885217,6551,KWONG SIEW HING WATCH CO.,廣兆興鐘錶商行,North Bridge Road,391,Watches and Clocks Dealers,80970,NA,1942,NA,Low Cheng Hoe,莫海,,,491,
103.853648,1.295885217,5489,KEE SIANG SHOE MAKERS,巨昌鞋廠,North Bridge Road,392,Shoe-Makers,NA,NA,1946,NA,Wong Loke Yee,王祿寅,,,414,
103.853648,1.295885217,6669,LAI CHEONG,麗昌號,North Bridge Road,392,Tailoring,NA,NA,1946,NA,Wong Yap Swang,黃協椿,,,504,
103.853648,1.295885217,6477,KWONG KUM SUN,廣錦新,North Bridge Road,393,Frame Merchants,NA,NA,1917,NA,Ho Mang Hoi,何晚開,,,486,
103.853648,1.295885217,502,ARTS TAILOR,式雅洋服,North Bridge Road,394,Tailoring,NA,NA,1948,NA,Loo Neng,盧能,,,42,
103.853648,1.295885217,1701,CHOP CHIA GUAN SENG,謝源成,North Bridge Road,394,Shoe-Makers,NA,NA,1946,NA,Yeo Hiok Howe,楊煌浩,,,125,
103.853648,1.295885217,6344,CHOP KWANG HING,光興號,North Bridge Road,394,Toilet Articles Dealers,NA,NA,1947,NA,Chua Choo Song,蔡子松,,,476,
103.853648,1.295885217,5990,KIM SENG WATCH MAKER,建盛鐘鏢店,North Bridge Road,395,Dealers and Repairers of Watches and Clocks,NA,NA,1947,NA,Ho Chak Pui,何澤培,,,450,
103.853648,1.295885217,9681,CHOP POH LING TONG,保寧堂,North Bridge Road,395,Chinese Medicine Dealers,NA,NA,1948,NA,Kwok Peng Yuen,郭炳源,,,743,
103.853648,1.295885217,10121,SANG CHEONG WATCH STORE,生昌鐘錶,North Bridge Road,396,Watch Makers,NA,NA,1947,NA,Ho Kwong Khee,何廣基,,,789,
103.853648,1.295885217,12183,TAI WAH PHOTO STORE,大華照相館,North Bridge Road,396,Photographer,NA,NA,1940,NA,Lee Hai Tho,李海滔,,,957,
103.853648,1.295885217,8130,MING SUN,明新號,North Bridge Road,397,Sundries and Piece-goods Merchants,NA,NA,1916,NA,Law Miu,羅妙,,,618,
103.853648,1.295885217,3441,GREAT SHANGHAI CO.,大上海公司,North Bridge Road,399,Dry Cleaning and Leather Trunks,NA,NA,1947,NA,Chew Seng Say,周成慈,,,249,
103.853648,1.295885217,9220,O. K. TAILOR,許可洋服,North Bridge Road,399,Tailoring,NA,NA,1942,NA,Hoh Ting Fung,許聲寬,,,707,
103.8542928,1.296504953,3567,GUAN LEE SENG,源利盛,North Bridge Road,400,Eating House,NA,NA,1947,NA,Lee Shih Chin,李許振,,,257,
103.8542556,1.296828236,938,BEE WAH TAILOR,美華號,North Bridge Road,401,Tailoring,NA,NA,1947,NA,Chow Chit Seng,周植生,,,72,
103.8542556,1.296828236,12717,THIM LOCK WATCH MAKER,添樂鐘鏢,North Bridge Road,401,"Dealers, Repairers of Watches and Clocks",83555,NA,1947,NA,Fong Thim Lock,方添樂,,,998,
103.8543285,1.296539401,1480,CHENG SHENG & CO.,精誠公司,North Bridge Road,402,Sundries Merchants,83774,NA,1947,NA,Ho Lang Ge,何良苡,,,108,
103.8543285,1.296539401,3789,J. HARDING & CO.,奕哈冷公司,North Bridge Road,402,Importers and Exporters,NA,NA,1946,NA,Fwa Gee Khiam,潘於謙,,,281,
103.8543285,1.296539401,12674,THANG POW JUAN,唐寶源,North Bridge Road,402,Sundries Retailers,NA,NA,1947,NA,Than Boon Yin,唐文淵,,,995,
103.8542941,1.296861359,2076,CHONG WAH BARBER SHOP,中華理髮室,North Bridge Road,403,Barbers,NA,NA,1927,NA,Chai Kee San,謝奇新,,,148,
103.8543617,1.2965659,13740,WENG CHEONG WATCH CO.,永昌鐘錶行,North Bridge Road,404,Watch Dealers,NA,NA,1948,NA,Boey Choong Meng,梅宗明,,,1086,
103.8543617,1.2965659,14320,YONG KWANG & CO.,永光公司,North Bridge Road,404,Sundries and Cosmetics Retailers,NA,NA,1946,NA,Ng Hoo Kok,黃滬谷,,,1131,
103.8543219,1.296915681,7421,LIM YING KEE TAILOR,林英記洋服,North Bridge Road,405,Tailoring,83663,NA,1937,NA,Lim Tuck Fong,林德芳,,,560,
103.8543869,1.296593723,221,AH CHEW HOTEL,亞洲旅店,North Bridge Road,406,Lodging House,80863,NA,1942,NA,Tan Tai Jew,陳大曉,,,24,
103.8543869,1.296593723,9674,POH HUNG WATCH DEALER,保行鐘標,North Bridge Road,406,"Watches, Fountain Pens and Sundries Dealers",NA,NA,1947,NA,Chia Poh Hung,謝寶衡,,,742,
103.8543869,1.296593723,9947,REXINA SHOE STORE.,光勝鞋店,North Bridge Road,406,Retail Sale of Shoes,NA,NA,1946,NA,Liew Kim Fui,劉錦輝,,,764,
103.8544379,1.297089578,6234,KUAN SANG CHEONG,均生祥,North Bridge Road,407,Dried Goods and Provisions Dealers,NA,NA,1919,NA,So Peng How,蘇平侯,,,468,
103.8544253,1.296629496,4094,HING SHEANG,慶昌號,North Bridge Road,No. 408,Eating House,NA,NA,1940,NA,Phua Shin Joi,潘先裕,,,303,
103.854477,1.297126345,6776,LAM YONG BARBER SHOP,南洋理髮室,North Bridge Road,409,Barbers,NA,NA,1940,NA,Tan Chew Peow,陳兆標,,,512,
103.8544425,1.296648045,4501,HONG FONG & CO.,鴻豐公司,North Bridge Road,410,General Merchants,NA,NA,1941,NA,Han Hong Fong,韓鴻豐,,,331,
103.8544955,1.297150193,2133,CHOON TECK,崇德號,North Bridge Road,411,Liquor Shop,NA,NA,1921,NA,Ho Thian Chin,何廷貞,,,151,
103.8544604,1.296665269,8426,CHOP MOI KWANG,美光號,North Bridge Road,412,Sundries Retailers,NA,NA,1947,NA,Chia Kim Lim,謝錦林,,,640,
103.8544604,1.296665269,13505,VICTORY STUDIO,大眾摄影社,North Bridge Road,412,Photographers,NA,NA,1946,NA,Poon Weng Yew,潘永耀,,,1064,
103.8545108,1.297178679,6516,KWONG NAM TAILOR,廣南洋服,North Bridge Road,413,Tailoring,NA,NA,1933,NA,Low Tew Teck,盧修德,,,489,
103.8545306,1.297207497,2044,CHOP CHONG HENG,松興號,North Bridge Road,415,Watch Makers,NA,NA,1946,NA,Chan Song Chee,陳松志,,,146,
103.8545306,1.297207497,6589,KWONG TONG KING KEE,廣東瓊記,North Bridge Road,415,Tailoring,NA,NA,1946,NA,Kuan Kam Sung,關金松,,,494,
103.8544968,1.296711642,7202,LIAN SENG & CO.,兩成公司,North Bridge Road,418,Sundries Retailers,NA,NA,1947,NA,Goh Cheow Pah,吳朝霸,,,543,
103.8544968,1.296711642,8540,MUN SANG RESTAURANT,民生餐室,North Bridge Road,418,Restaurant,NA,NA,1947,NA,Ng Chow Hon,伍秋漢,,,649,
103.8544968,1.296711642,8727,NAM KEW BOOK & CO.,南僑書局,North Bridge Road,418,Stationers and School Books Suppliers,NA,NA,1945,NA,Heng Fok Yong,邢福熊,,,668,
103.8544968,1.296711642,14010,YAK SENG & CO.,益成公司,North Bridge Road,418,Sundries Retailers,NA,NA,1947,NA,Goh Khin Ling,吳欽林,,,1109,
103.8544968,1.296711642,10745,SIN AH TAILOR,新亞洋服,North Bridge Road,418-5,Tailoring,NA,NA,1946,NA,Chow Sing Ngee,周朝義,,,838,
103.8544968,1.296711642,7422,LIM YONG SENG,林崇成,North Bridge Road,418-6,Goldsmith,NA,NA,1942,NA,Lim Eng Yar,林應營,,,560,
103.854577,1.296873283,8468,MOOI CHIN RESTAURANT,美珍公司,North Bridge Road,420,Restaurant,80427,NA,1936,NA,Wong Leng Keng,黃令瓊,,,644,
103.8546387,1.29693158,8627,NAM ANN & CO.,南安公司,North Bridge Road,422,"Rice, Sundries, Canned Foods Dealers",80865,NA,1924,NA,Yeo Chak Ngow,楊作鰲,,,660,
103.8546817,1.296970666,12723,THIN WAH TONG,天和當,North Bridge Road,424,Chinese Medicine Dealers,83209,NA,1933,NA,Tan Kia Tiew,陳家秀,,,998,
103.8547162,1.297019025,5952,KIM LIN,金陵號,North Bridge Road,426,Eating House,NA,NA,1942,NA,Foo Chin Peng,符振炳,,,448,
103.8545452,1.297229689,6155,KONG SENG,公盛號,North Bridge Road,427,Sundries Retailers,NA,NA,1947,NA,Yong Fatt Kim,楊法金,,,462,
103.8545452,1.297229689,10816,SIN GEE SIONG,新儀商店,North Bridge Road,427,Sundries Retailers,NA,NA,1946,NA,Lim Hiong Kee,,,,844,
103.8547427,1.297064073,5194,JONG THYE ANN CHEW KEE,永泰安周記,North Bridge Road,No. 428,Piece Goods Merchants,82069,NA,1946,NA,Foo Kee Chew,符繼周,,,386,
103.8546168,1.297337008,14199,YICK WOH HING,益和興,North Bridge Road,429,Dealers and Repairers in Watches and Clocks,7922,NA,1932,NA,Fong Him Yong,方添容,,,1123,
103.8547732,1.297098521,7590,LOW SHEW KEE,羅樹記,North Bridge Road,430,Tailoring,NA,NA,1922,NA,Low Shew Kee,羅樹記,,,573,
103.8547732,1.297098521,13231,TUCK CHEANG HING CO.,德祥興公司,North Bridge Road,430,Piece Goods and Sundres Retailers,NA,NA,1945,NA,Lai Tuck Chiew,黎德劍,,,1038,
103.8546592,1.297384706,13862,WING SUN CO.,榮新公司,North Bridge Road,431,Shoe Makers,NA,NA,1935,NA,Ng Wai Sam,吳惠三,,,1096,
103.8547997,1.297147544,9213,NUM PHAT,南發號,North Bridg Road,432,"Shirts, Singlets and General Merchants",NA,NA,1941,NA,Law Tong Phat,羅中法,,,706,
103.8547997,1.297147544,1925,CHINA BOOK & STUDIO CO.,中國書局,North Bridge Road,432,"Book Sellers, Stationers and Photograph Dealers",NA,NA,1946,NA,Foo Say Sim,符之琛,,,138,
103.854695,1.297424454,8976,NATURAL PHOTOGRAPHIC STORE.,天然攝影用品,North Bridge Road,"433, 435","Photographic Gameras, Chemicals, Equipment, Rollfilms and Studio",4314,NA,1931,NA,Toh Sik Ban,杜式文,,,688,
103.8548315,1.29721114,11652,STANDARD OPTICAL HOUSE,標準眼鏡所,North Bridge Road,434,Spectacles,NA,NA,1947,NA,Han Chin Wah,韓振華,,,912,
103.8548315,1.29721114,13489,VICTORIA DISPENSARY,中國藥房,North Bridge Road,434,Dispensary,7862,NA,1947,NA,Benis Paul McIntyre,,,,1063,
103.8548606,1.297253538,309,CHOP AIK WOO TONG,益和堂,North Bridge Road,436,Chinese Drug Store and Letters Remittance Shop,NA,NA,1945,NA,Tan Keng Seng,陳經清,,,29,
103.8547334,1.297462877,14195,CHOP YICK TAI,益泰號,North Bridge Road,437,Textiles and Piece Goods Merchants,3473,NA,1946,NA,Madam Chu Toh Yin,朱陶然,,,1122,
103.8548871,1.297289311,5182,CHOP JONG KIT SIANG,永吉昌,North Bridge Road,438,Piece Goods and Liquors and Sundries Merchants,2542,NA,1910,NA,Hwang Cheng Pen,黃正本,,,385,
103.8547559,1.297510574,12403,TARZAN PROVISION STORE,泰山罐頭食品商店,North Bridge Road,439,"Provisions, Fresh Fruits and Cold Drinks Retailers",83673,NA,1939,NA,Lee Sai Pong,李世邦,,,973,
103.8549216,1.297350258,5146,CHOP JIN HOE,人和號,North Borth Bridge Road,440,General Merchants,2168,NA,1912,NA,Ho Wong Kee,何旺記,,,383,
103.8549216,1.297350258,1047,BOEY KONG YUN WATCH MAKER,梅光潤鐘镖,North Bridge Road,440-1,Watch Dealers and Repairers,NA,NA,1942,NA,Boey Kong Yun,梅光潤,,,79,
103.8549216,1.297350258,5185,JONG LEE WAH CO.,永利華公司,North Bridge Road,440-1,"Textiles, General Merchants and Commission Agents",7437,NA,1934,NA,Chan Teck Soon,陳適存,,,386,
103.8549216,1.297350258,1126,THE BRITISH PHARMACY,英國藥房,North Bridge Road,440-2,Chemists and Druggists,6182,NA,1940,NA,Wong Chai Lung,黃位龍,,,85,
103.8549216,1.297350258,5837,KIAW TIANG,僑南旅店,North Bridge Road,440-2,Lodging House,NA,NA,1933,NA,Foo Jui Tan,符仁山,,,439,
103.8548504,1.297689771,13234,TUCK CHEONG WATCH DEALER,德昌鐘鏢,North Bridge Road,441-443,Watch Dealers — Wholesalers and Retailers,7449,NA,1918,NA,Lee Koon Tuck,李貫德,,,1039,
103.8550661,1.297562909,8528,MUN DISPENSARY,民興大藥房,North Bridge Road,442/444,Dispensary,6344,NA,1940,NA,Au Kwok Soo,區國蘇,,,648,
103.8549329,1.297803383,12461,TECK FATT,德發號,North Bridge Road,445,Sundries Retailers,NA,NA,1936,NA,Liau Choong Sau,廖守紹,,,978,
103.8549329,1.297803383,12991,TOH CHAI SENG,卓再生,North Bridge Road,445,Stamp and Seal Makers,NA,NA,1942,NA,Toh Chai Seng,卓再生,,,1020,
103.8550866,1.297591395,11531,SOON LOONG,順隆號,North Bridge Road,446,Watch-Repairers,NA,NA,1928,NA,Leong Kwong Kak,梁廣格,,,901,
103.854962,1.297843131,6945,LEE MUN & CO.,利民布疋公司,North Bridge Road,447,Cloth Retailers,NA,NA,NA,NA,Cheong Yook Hong,張玉江,,,524,
103.854962,1.297843131,13814,WING HENG WATCH CO.,永興鐘錶行,North Bridge Road,447,Clocks and Watches Dealers and Repairers,83315,NA,1942,NA,Chan Yew Tai,陳有棣,,,1093,
103.8551131,1.297639092,5174,JONG HIN & CO.,永興公司,North Bridge Road,448,Cloth & General Sundries Merchants,83266,NA,1946,NA,Mok Jam Kwang,黃任光,,,385,
103.8549832,1.297888179,13613,WAH ONN & CO.,華安公司,North Bridge Road,449,Piece-goods Dealers,NA,NA,1937,NA,Chang Ngiap Chong,鄭業崇,,,1076,
103.8551529,1.297665591,9456,PARIS BARBER SHOP,巴黎理髮室,North Bridge Road,450,Barbers,NA,NA,1930,NA,Woo Chee Poh,胡持坡,,,726,
103.8551976,1.297730843,4477,HOLLYWOOD STORE,荷里活商店,North Bridge Road,452,Sundries Retailers,NA,NA,1946,NA,Choo Chang Sai,朱章才,,,329,
103.8551976,1.297730843,13069,TONG HENG KONGSI,東興公司,North Bridge Road,452,Leather and Shoe-Makers,NA,NA,1934,NA,Ang Tee Heuw,洪世球,,,1026,
103.8550757,1.297985892,6509,KWONG MUI SUN,廣美新,North Bridge Road,453,Frame Maker,NA,NA,1939,NA,Leong Soon,梁蘇,,,488,
